contest_number,questions,caption_choices,label,,,,,,,
378,"['Why does he have a rabbit rather than a parrot?', 'What are the pirates talking about?']","A) So, while I was in Rome, I picked up a little Italian
B) Aye, they'll be baskets of treasure for us upon Easter island.
C) This is the most advanced case of Surrealism I've seen.
D) You pay rent quarterly.
E) Will he bite?",B,,,,,,,
518,"[""Why is there a drunk man in a kid's sandbox?""]","A) You know, a drive in this old open roadster sure does turn back the clock!
B) Oddly enough, it's the Capri pants that I hear about the most.
C) I sense there's a lot more below the surface.
D) It just looked so uncool to wear a seat belt in the Batmobile.
E) This saddest part is he's going in the wrong direction.",E,,,,,,,
589,['Why is the menu so big?'],"A) They found out we've been fleecing them.
B) If you'd like, I can have the sommelier drag over the wine list.
C) I gotta go. ‘Mr. Wonderful�?is having one of his episodes.
D) It could work. We both like worms.
E) That’s smart, Eddie. The first place cops look is in the trunk.",B,,,,,,,
526,"[""Why is the man's halo so huge?""]","A) Good Samaritan? I was a GREAT Samaritan.
B) Why don't you get the coffee this morning?
C) Remember, whoever drops him gets to dry him off.
D) On the bright side, I've got some good news for the Prince.
E) Like the pomp. Not crazy about the circumstances.",A,,,,,,,
583,['What did the man do?'],"A) I told you we should have salted the roads.
B) Sorry, guys. It's another rejection letter.
C) Once I clarified what ""break time"" meant we haven't had any issues.
D) So much for the suggestion box being anonymous
E) You always get like this when there's a full Earth.",D,,,,,,,
318,['Why is there a huge chicken in the office?'],"A) You voted Leave, didn’t you?
B) Harry, the whole point of leaving England was to blend in.
C) And we always thought it would be robots that would replace us.
D) I'm allergic to down.
E) It's for our retirement. Harold always takes things so literally.",C,,,,,,,
508,['Why is there a shark being interrogated by police?'],"A) Just to mess with him put them back on the tree.
B) Our contract has a subordinate Claus.
C) I was stationed at CVS during the war on drugs.
D) Relax! It just smells the other car on you.
E) Do you have a more recent photo without the limbs?",E,,,,,,,
687,['Why is the waiter so big?'],"A) What happened to your goldfish?
B) This new M.B.A. crop is so hard to break.
C) Do YOU remember what you had for lunch last Thursday?
D) Well of course they don't exist. Now.
E) I'd hate to be on the third floor.",E,,,,,,,
120,['Why is Mr. Potato Head at a bar?'],"A) In this clinic, Mr. Kramer, we call it a vasectomy.
B) My wife left me for Mr. Peanut.
C) I always said I'd take up cycling when I hit the middle ages.
D) No one expects an immaculate conception until it happens to him.
E) It started as a crusade. Now it's just a commute.",B,,,,,,,
89,"['Who is the lion on the phone talking to?', 'What is the lion on the phone talking about?']",1," Bob""""]""",,86b40a973fe0153b9ca44fbb63f721f8,"A) Read my lips—no new taxidermy.
B) You're right. It is easier with the ball.
C) Personally, I'm not a big fan of modern architecture.
D) I keep telling him, 'For God’s sake, put down the whip, she has a learning disability.�?E) Looks like they're ready to be flipped, Bob",,,,
678,['Why are the giraffes tangled up like this?'],"A) It's a perfect likeness, George. Right down to the hot air.
B) No one attacks quite like the French.
C) Armstrong? No, though I do get mistaken for Lance a lot.
D) I'm working from home.
E) If this shows up in National Geographic, we'll never hear the end of it.",E,,,,,,,
356,['Why are both people attached to the one dog?'],"A) I have the same exact dog.
B) Sir, you should probably assume your human form for the shareholders meeting.
C) It was green when I went through it.
D) My sister’s coming over. You could at least throw on a slipcover.
E) This is step one. Next we slip in some ads.",A,,,,,,,
226,"['Why is an alien the doctor?', 'What is written on the paper?']","A) I'd suggest you keep them away from the gingerbread men.
B) the mrs. requests you come upstairs and try creating life the old fashioned way
C) Sorry...I was texting.
D) 3rd month, nobody out.
E) I’m going to give you something for your humanity.",E,,,,,,,
130,['why is the person stuck inside of the snowman?'],"A) Could you trim the sides but leave it feathered on top?
B) It's all the Witness Protection Program would offer him.
C) Alright, folks, it’s crunch time.
D) On a clear day, I can get Santa Fe on the antenna.
E) Indian casino. I'd say Comanche.",B,,,,,,,
22,['Why do they have their hands up?'],"A) We should be able to finish the album today, as long as no one rings the doorbell.
B) I changed my mind. It would look better on the other side.
C) So that settles it. This year, instead of cooking the books, we'll bake them in a light, flaky pastry.
D) Your father's last wish was for you to succeed him as chairman.
E) Yeah, but this race is up the side of a window.",C,,,,,,,
593,['Why did someone stab the knife on his back?'],"A) The answer to number seven? I can't even turn this thing on.
B) Don’t look at me. I wanted a Portuguese water dog.
C) The revolution has begun!
D) 'Sharply worded' would describe it.
E) Four-story brownstones? They'll never catch on, not in a million years.",D,,,,,,,
479,['Why is the umpire doing that?'],"A) Just be glad I didn't come here when I had a ponytail.
B) Solids or pinstripes?
C) Do I hear a motion for less disclosure?
D) Are you better off now than you were four innings ago?
E) And at what point did they threaten to beat the stuffing out of you?",D,,,,,,,
759,"['Why is the fish alive and on a plaque?', 'Why is the fish on the plaque angry?']","A) I didn't know what you were serving, so I brought white.
B) And if you think the singing part is bad, just wait til I tell you where the batteries go.
C) Is he religious? Mom, he's practically a fixture at the church next door.
D) He needed a place to park his wheel.
E) Once I clarified what ""break time"" meant we haven't had any issues.",B,,,,,,,
11,['Why are these people preparing to shoot a waiter?'],"A) Typical client—wants a damn Parthenon on a Stonehenge budget.
B) Gee, you guys really are having trouble meeting your recruitment quota!
C) And, if you open the window, the view will take your breath away.
D) Be careful not to overwind - it can cost us overtime.
E) This may burn a little.",B,,,,,,,
560,['Why is the caveman sad?'],"A) How soon can you start?
B) No need to panic: a reptile dysfunction is common for men of your age.
C) It says here that service is not included.
D) Just remember to keep away from Fletcher's wife, and Davidson's daughter, and Harris's iPod.
E) That's Bob Mankoff. He used to be the cartoon editor of the New Yorker.",E,,,,,,,
523,['Why are the monkeys there?'],"A) Shall I keep reading?
B) Can we have one argument without you bringing up the monkeys?
C) I'm not sure how many there are. Every time I start counting I fall asleep.
D) Tap is fine.
E) By a 9-0 vote, the restroom expansion project is approved.",B,,,,,,,
57,['How did the man get bitten.'],"A) Aye, they'll be baskets of treasure for us upon Easter island.
B) Please wag your tail, so I know which one is me.
C) Watch out for the moose head in the parlor.
D) O.K., now we'd like to see No. 4 in the tutu.
E) The heating system is pretty old but very reliable.",C,,,,,,,
535,['Where did they pick up a whale?'],"A) You need to cut your toenails.
B) You and your surfaris.
C) Are you sure the boss is cool with this? It took him six days to make.
D) The pen is mightier, but that looks awesome.
E) How many times do I have to tell you, don't call me at work!",B,,,,,,,
243,['What happened to the phone?'],"A) Please use a coaster.
B) Please, Mr. Blaine. I do have other patients to attend to.
C) Terrormarketer.
D) Brittany, I understand you've written Kyle's vows, which he'll now read.
E) I have the same exact dog.",C,,,,,,,
189,['Why is the doctor covered in needles?'],"A) First time at Euro Disney?
B) Gesundheit.
C) Sir, you should probably assume your human form for the shareholders meeting.
D) No, what I said was we need more stakeholders.
E) Yes, I see the train but I think we can beat it.",B,,,,,,,
533,['Why are they eating at a subway?'],"A) This was so much more awkward before Craigslist.
B) I'll debrief you two later.
C) Well maybe once, back in clown college.
D) Excuse me, Miss, my eyes are down here.
E) Sorry for the wait, but it's been like Grand Central Station in here.",E,,,,,,,
207,['Why is his leg so long?'],"A) Yeah? Well I'm also a fish out of Scotch.
B) No wonder this gym was so cheap.
C) If it stays that way longer than four hours, you should call your doctor.
D) Siri, how far can a hunchback jump?
E) Are you gonna talk, or am I gonna have to flush the toilet again?",C,,,,,,,
760,"['Why is the waiter bringing a trash can to the table?', 'Why is the man at the table frowning?']","A) I see our time is almost up.
B) To be fair you did say you wanted what you had last night
C) I feel a vibration. Can you call my cell phone again?
D) Do YOU remember what you had for lunch last Thursday?
E) Let's not mistake his confidence for leadership.",B,,,,,,,
513,['What is in the briefcase?'],"A) Does our plumber do exorcisms?
B) I just couldn't 'catch and release because who would've believed such a whale of a tale?
C) We're out of that too.
D) He insisted on a contract no longer than one page.
E) On the bright side, I've got some good news for the Prince.",D,,,,,,,
199,['Why is the man wearing a bathing suit?'],"A) Well, the menu did say ‘Chose your own lobster.�?B) This is why I didn't want a Monday night appointment!
C) Kinda puts going to the vet in perspective, doesn't it?
D) You're the one who said I wasn't eating enough fiber.
E) All I'm saying is that the science isn't necessarily conclusive.",A,,,,,,,
759,"['How did the mounted fish find its way back into the ocean?', 'How is the mounted fish still alive and able to swim?']","A) They call it kitsch-and-release.
B) Sorry I'm late. I hit every traffic light coming home.
C) He has a summer job as a scarecrow.
D) Why can't he take a limo like the rest of us?
E) It's a little pedestrian, don't you think?",A,,,,,,,
563,['Why is that person using a hamster wheel?'],"A) It's true, your honor. I slept with the witness.
B) How about we just stay in tonight?
C) It's Karma !! But who'da thunk the hamsters would inherit the earth?
D) You dated who?
E) This is why I love yard sales.",C,,,,,,,
245,['Why is there a sinking boat in a coffee cup?'],"A) Throw us a doughnut!
B) How long has the ""Check Condiments"" light been on?
C) The answer to number seven? I can't even turn this thing on.
D) You always have to be an early adopter.
E) I'm trying to see it from your point of view.",A,,,,,,,
501,['Why are their emojis on the flag?'],"A) You’re in luck! It's cannabis.
B) Strangely enough, you are the first person to ask about the clock.
C) I love it when the shirts turn plaid.
D) We've been struggling to enlist millenials.
E) He could have just written his name on his yogurt.",D,,,,,,,
49,['Who is the bartender calling?'],"A) Tell me about your childhood very quickly.
B) Believe me . . . it's what's UNDER the ground that's most interesting.
C) Stop me if you've heard this one.
D) I have trouble saying no.
E) Yes, I see the train but I think we can beat it.",C,,,,,,,
20,['Why is the man so small?'],"A) Stop me if you've heard this one.
B) I thought you said the cloud was secure.
C) The doctor said it might help me quit.
D) It was a very hostile takeover.
E) Larry can't tell you about his current project—it's top secret.",E,,,,,,,
626,['Is the man about to break his neck?'],"A) He's brooding again.
B) Let's see how you feel on the curtains.
C) Once you tell them to sit and stay, they actually get a lot of work done.
D) Turns out this IS my first rodeo.
E) It's not the end of the world if he misses.",D,,,,,,,
628,"[""What's happened that's driven the fish to drink?"", ""How's the fish going to pay for its liquor?""]","A) We have them between all tables, it encourages social distancing.
B) Just the worm, hold the Tequila.
C) You bought the sofa, you find the remote.
D) Sorry, we're out of medical supplies.
E) Well, that explains our relentless hunt for tuna.",B,,,,,,,
318,['Why is the bird so big?'],"A) Legally, we’re a farm.
B) Getting laid is harder than it looks.
C) I recommend the pigeon. It's locally sourced.
D) That's strange—some of my twigs are missing, too.
E) I don't mind the monkey see as much as the monkey doo.",D,,,,,,,
151,['Why are the pencil sharpener and pencils so huge?'],"A) Congratulations-- it’s a porcupine.
B) I think the head's in the wrong place.
C) The good news is all the pieces fit.
D) But I have to warn you, carpal tunnel here is a bitch.
E) Regime change is never easy, dear.",D,,,,,,,
253,['What happened to his horse?'],"A) You don't have to tell me it's a vanishing breed.
B) I should have stopped after the Botox.
C) They must not understand how foreclosure works.
D) So, when did the 'check mustard' light come on?
E) Sorry, my roommate's working from home today.",A,,,,,,,
191,['Why is the cat jumping?'],"A) It's genius! They'll be tracking 2 men on foot!
B) He's his own best friend.
C) Is the salmon fresh?
D) If you see something, say something.
E) Table for eleven? Right this way.",E,,,,,,,
593,['Why is he so calm after being stabbed in the back?'],"A) I suspect some people will deny this ever happened.
B) We discovered the Internet since you were here last.
C) I strongly recommend you read the fine print on this one.
D) It's not so much what she said as how she said it.
E) You can tell the judge why you were doing CX in a XXV.",D,,,,,,,
112,"['Why is the gun in this caveman landscape?', ""What would happen to the cavemen if the gun went off --- aren't they in danger?""]","A) Everyone is equally welcome here. But you need to leave.
B) Team-building is all about trust.
C) I'd like to try group therapy with a different group.
D) We're gonna need a bigger spear.
E) Remind me to close the curtains tonight.",D,,,,,,,
749,['Why are there a ton of people watching the magic trick from inside buildings?'],"A) The ultrasound says it's a keg of Bud Light.
B) Why not? We defy every other law.
C) 4B wants you to make her husband disappear.
D) The seller is extremely motivated.
E) Yes, Mr. Rabbit also needs to quit drinking.",C,,,,,,,
734,['Why is the boy in a tub tied up with water spraying on him?'],"A) Maybe it would go better in the den.
B) Relax, honey—everybody gets buyer's remorse
C) I was young and needed the money.
D) Are you gonna talk, or am I gonna have to flush the toilet again?
E) Long time no sea.",D,,,,,,,
427,['Is he going to offer the zombies a cookie?'],"A) It's just the wind.
B) I like that we’re not trapped in traditional gender roles.
C) We have them between all tables, it encourages social distancing.
D) Sharks are biting on gabardine today. Polyester should be O.K.
E) Yes he's still out there...and he looks serious.",B,,,,,,,
392,['Why is Hulk in yoga?'],"A) Well, then, it's unanimous.
B) GIVE HULK TRANQUILITY NOW!
C) Harry, the whole point of leaving England was to blend in.
D) It’s my extended family.
E) Got anything besides Tang?",B,,,,,,,
457,['Why is there a business man on a boat with a bunch of slaves?'],"A) Dress for the job you have.
B) Wave to him.
C) Actually, I'm not crazy about long walks on the beach.
D) Worse than a cold. It's a common cold.
E) It cuts down on the yelling and splashing.",A,,,,,,,
712,['Why are there lizard monsters?'],"A) Your insurance company got back to us.
B) Can you please pass the cow?
C) I see you are unfamiliar with French Mythology.
D) Tell me about a time you identified a problem that others didn't see coming.
E) Hi Hon. Can you meet me at the hospital in about ten minutes?",D,,,,,,,
378,['Why does the pirate have a rabbit on his shoulder?'],"A) Honestly? He's like, ten rings too old for her.
B) He's a temp.
C) He said you ate his homework.
D) I'll order. You pick up.
E) No, I will not push you again.",B,,,,,,,
192,['Why are there metal bars over the windows?'],"A) Come on! Do you have any idea how long it took to get through the turnstiles?
B) It’s my first time on Celebrity Parole Hearing.
C) Guess who's getting voted off the island.
D) Except here it's always good cop, good cop.
E) This is why I didn't want a Monday night appointment!",B,,,,,,,
182,['Why are the cats doing this?'],"A) Who has the floor?
B) Would you at least use coasters?
C) I wasn't laid off—I just decided to pursue other interests.
D) I hope Harry don't crack...The cops are riding him pretty hard.
E) Well, at least somebody remembered about casual Good Friday.",C,,,,,,,
630,"['What caused the beach to be flooded?', ""Why isn't the couple moving out of the water?""]","A) I also enjoy the moonshine.
B) I can give you the tools, but you have to do the work yourself.
C) I support our troops as much as the next guy, but do we have to let them play through?
D) No, you’ll still be conflicted but you’ll smell better.
E) Is your mom still in the lounge chair?",E,,,,,,,
235,['Why is there a woman in a male lineup?'],"A) This town ain’t big enough for anyone.
B) I'm six feet tall if I stand on my toes.
C) Keep moving. He's a hugger.
D) Armstrong? No, though I do get mistaken for Lance a lot.
E) In 2019, I would have been both confused and alarmed by this.",B,,,,,,,
620,['Why are the angels trying to hit earth?'],"A) Finally—a faith-based initiative I can embrace.
B) Be careful not to overwind - it can cost us overtime.
C) I feel we should rethink our immigration policy.
D) It's not the end of the world if he misses.
E) Better make that a large pizza.",D,,,,,,,
417,['What are the two men arguing about?'],"A) Great! Next week we'll work on your fear of Morse code.
B) Don't blame me—I voted for the other thing.
C) Let me guess, Casual Friday the 13th?
D) And where do you think you're going with those curtains?
E) For your information, I have a client that has a lot of trouble sleeping!",B,,,,,,,
425,['Why is there a grave in an office?'],"A) When they said, ""Take us to your leader."" I don't think they meant your mother's house.
B) Oh, great. More office drama.
C) Damn, I loved that giraffe.
D) We don’t forgive those who trespass against us.
E) I can give you the tools, but you have to do the work yourself.",B,,,,,,,
686,['Why is the man sitting on a huge egg?'],"A) Are you sure the boss is cool with this? It took him six days to make.
B) Move the car.
C) But will he lift a finger after it hatches?
D) Stop complaining. I can be used as a flotation device.
E) Can I tell you about a few items that aren't on the menu?",C,,,,,,,
208,['Are they insane?'],"A) Yeah, but this race is up the side of a window.
B) It seems you promised them herd immunity, Sir.
C) I can arrange a violinist for 25¢. For $1, I can make him go away.
D) The round table is set.
E) American car companies just can't make a decent hybrid.",E,,,,,,,
487,['Why is the man in this state?'],"A) I liked it better when the big banks just charged late fees.
B) i just need one of those little umbrellas.
C) I don't think 'dressage' means what you think it means.
D) I think you just ate the spare.
E) Who else found Gary's report a little too angry, white, and male.",B,,,,,,,
660,"[""Why is the king at a doctor's office?""]","A) Under pre-existing conditions, why did you write 'Frog'?
B) It’s time you learned about managing people’s expectations.
C) Better make that a large pizza.
D) Tell me about a time you identified a problem that others didn't see coming.
E) THE St. Francis?",A,,,,,,,
20,"['Why is the man so tiny?', 'How do the people at the party know the small man?']","A) Do I hear a motion for less disclosure?
B) If you're so civilized, why don't you use a coaster?
C) At this point in the interview, Johnson, we would like to see how well you play with others
D) So much for the suggestion box being anonymous
E) Whatever you do, don't agree to play hide-and-seek with him.",E,,,,,,,
127,['Did someone fall through the ice?'],"A) It was a rough divorce, but she didn't get the Happy Face.
B) I put some beer on the hook. I figure if that's what got him into this mess it should be able to get him out.
C) I smell a horse.
D) Him? He's a pwoblem duck, stwessed out and weady to quack.
E) I finally got that desk job I’ve been looking at.",B,,,,,,,
206,['Why is the body switch with a horse?'],"A) So this is how the other half lives.
B) Take three thousand Tylenol and call me in the morning.
C) You probably meant compote.
D) Wait for my command and then, release the hound.
E) I was stationed at CVS during the war on drugs.",A,,,,,,,
718,['Why are only the shoes in color?'],"A) It's a merger case.
B) I don't need your approval. I just need you to tie the laces.
C) Good news! We have a solid lead on who stole your liver.
D) No need to panic: a reptile dysfunction is common for men of your age.
E) It was at that precise moment that George realized he could tell his boss exactly where to shove that performance review.",B,,,,,,,
689,['Why did the knight joust a car door?'],"A) I only glanced down at my phone for a second.
B) In order to truly master the art of fetch, you must understand every element of the process.
C) American car companies just can't make a decent hybrid.
D) 'They don't like wolves in cheap clothing.'
E) Well, it does make her waist look smaller.",A,,,,,,,
269,"['What is this board meeting between cats and dogs meant to decide?', 'How did the cat become the authoritative boss of the company?']","A) I didn't get where I am by trying to please.
B) Your Honor, may I have permission not to approach the witness?
C) The time is 11:59. You have one minute to check out.
D) Isn't Airbnb great?
E) We demand blanket immunity.",A,,,,,,,
253,['Why is the man in a saddle in midair and where did the horse go?'],"A) Who's endangered now?
B) You always have to be an early adopter.
C) Make yourself useful—fake some Russian and hold up a 9.9.
D) I am Spartacab.
E) I'd like to start receiving my bill online.",B,,,,,,,
678,['How did this happen to them?'],"A) Oh dear, that's my wife! Act casual.
B) Seriously, you wouldn't believe my seats.
C) He's a temp.
D) Frankly, Sheila, I find this the most awkward part of our divorce agreement.
E) Oh, hey, I almost didn't recognize you outside of work.",A,,,,,,,
723,['Why are the cats and dogs playing music?'],"A) Does this make me look middle aged?
B) My insurance doesn't cover prehistoric conditions.
C) O.K., they're yours, but I still don't know where you got that fourth ace.
D) Less woofer?
E) Is the salmon fresh?",D,,,,,,,
224,['Why are there so many people on the floor?'],"A) I’m here to fix the coffee machine.
B) If you see something, say something.
C) I treat depression and obsession, but not compression.
D) I can give you the tools, but you have to do the work yourself.
E) Very nice. Now do a boat.",A,,,,,,,
312,['Why is this lion so special?'],"A) You know how it is—first you buy the giant-screen television, then nothing else seems to match.
B) I feel like we've gotten a little soft, Lex.
C) Remind me to close the curtains tonight.
D) I know this seems weird, but even as a cub I could feel the rush of Wall Street racing through my veins.
E) Dad, you're not talking about my generation.",D,,,,,,,
541,['why is death dressed like that?'],"A) It's for you honey
B) We'll really miss you.
C) All I'm saying is that the science isn't necessarily conclusive.
D) See? A real pirate would have cannonballed.
E) Can't stop now, i'm virtually there.",A,,,,,,,
559,['Why is a man doing an Olympic dive off a pirate plank?'],"A) I'm just glad we don't make lingerie.
B) Welcome to the greatest living room on Earth!
C) Well, that's embarrassing. How long has it been there?
D) Poor guy. Thought he signed up for pilates.
E) We should tell the G.P.S. people that they changed the off-ramp.",D,,,,,,,
531,"['Why are there giraffes in a house?', 'What is the standing giraffe saying to the giraffe who is laying down on the couch?']","A) Business school changed you, Son.
B) Yes, it's hot. But a ceiling fan will only make things worse.
C) You realize a seven-foot diary is fair game.
D) No one will ever wear that. Not in 100 million years.
E) Evolve already.",B,,,,,,,
711,['Why are those people playing baseball in a living room?'],"A) I think the collection agency is getting serious.
B) And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.
C) 3rd month, nobody out.
D) And, for your convenience, there's an apartment within walking distance.
E) Perhaps we should reduce the dosage.",C,,,,,,,
528,['Why is the room so slanted?'],"A) It's called a ""pet.""
B) Should I have gotten a half-barrel?
C) Excuse me—does this joke need a lawyer?
D) Keep in mind the neighborhood is expanding.
E) Welcome to Weight Watchers!",E,,,,,,,
443,['Why are the bowling pins so huge?'],"A) Frankly, your brochure is a bit misleading.
B) A strike sends us home early.
C) He's over tired.
D) Seriously? You've never tried a pair of hoveralls?
E) I had a great fall, the greatest. No one fall has ever been greater",B,,,,,,,
585,['Why is the genie coming out of a toaster?'],"A) All that work to die a virgin.
B) Will No. 3 please step forward and achieve satori.
C) Could you please rub the coffee pot? I need to talk to my wife.
D) I think my wife is having us tailed.
E) And at what point did they threaten to beat the stuffing out of you?",C,,,,,,,
508,['Why is there a shark being interrogated by police?'],"A) Oh honey look, it's your inflated ego
B) Majority whip tonight?
C) Do YOU remember what you had for lunch last Thursday?
D) 3rd month, nobody out.
E) It gets chilly at night in the desert.",C,,,,,,,
507,"[""What's up with the hot dog?""]","A) Congratulations-- it’s a porcupine.
B) Marco!
C) You want to sell mustard? Here's how you sell mustard!
D) Sure, I’ve got a few minutes to kill.
E) If this shows up in National Geographic, we'll never hear the end of it.",C,,,,,,,
246,['Why is there an electric chair here?'],"A) But, officer, he did not yield!
B) I can remember when she was just a fuzzy yellow intern.
C) Your father's last wish was for you to succeed him as chairman.
D) I wish you'd come in when it was just a chip on your shoulder.
E) I only glanced down at my phone for a second.",C,,,,,,,
689,['Why is the man using a sword?'],"A) She's the only surviving wife of Henry the VIII.
B) Yes, but just a couple of meads, probably more than an hour ago.
C) ‘No, no—you're the archeologist this time!
D) The elevator takes some getting used to.
E) They’re for our senior citizen birdwatchers.",B,,,,,,,
540,['Why is the doctor checking on the health of an object?'],"A) No, no! We don't test on animals.
B) He's telling his friends it's not deep. So be patient.
C) You didn't mention you wear glasses.
D) We'll have to run it by our infinite number of editors.
E) I know a specialist, but he's in prison.",E,,,,,,,
531,['Why are the giraffes inside a house?'],"A) In our opinion, you won't make it past the holidays.
B) Of course I understand the gravity of the situation.
C) I can't believe my eye!
D) Yes, it's hot. But a ceiling fan will only make things worse.
E) Could you explain the ‘act of God�?clause again?",D,,,,,,,
591,['Why is there a man in a tub in a therapy office?'],"A) Well, your profile pic doesn't look much like you either.
B) Well I have to go, my ride is here.
C) I'm more of a rat person.
D) I don't need your approval. I just need you to tie the laces.
E) No, you’ll still be conflicted but you’ll smell better.",E,,,,,,,
739,['Why is the dog dressed as a human child?'],"A) In my defense, the neutering was a requirement of the condo board.
B) It's for when hell freezes over.
C) You don't need a suit -- you're only seven. He's forty-nine.
D) Besides being a stick, what is your greatest weakness?
E) To be fair, Martha, you did just kill one of their kids.",C,,,,,,,
57,['What caused the fish to bite the mans clothing?'],"A) Aye, they'll be baskets of treasure for us upon Easter island.
B) Please wag your tail, so I know which one is me.
C) Watch out for the moose head in the parlor.
D) O.K., now we'd like to see No. 4 in the tutu.
E) The heating system is pretty old but very reliable.",C,,,,,,,
587,['Why is there a deer exhibit?'],"A) It's down the hall, but don't fall in.
B) Ok you can go down one more time but then you have to save me
C) Welcome to Mechanics Anonymous.
D) Because not everyone gets to work from home, Joyce
E) You’ll love the headlight exhibit in the next room, it’s mesmerizing.",E,,,,,,,
372,['Why do the people have wind-up turns on their back?'],"A) I think we should stop seeing each other.
B) Please hold your applause—there are eighteen more minutes of this.
C) Be careful not to overwind - it can cost us overtime.
D) Decaf. They can't be far away.
E) I always wake up dreading the morning.",C,,,,,,,
698,['Why is there a king in a city?'],"A) You were with Ringling Brothers? I was with Lehman Brothers.
B) So this is your idea of treating me like a queen?
C) I'll take this and the granny dress.
D) I'm beginning to see what you mean.
E) If you adopt her, please understand that she comes with a lot of baggage.",B,,,,,,,
541,['why is death dressed like that?'],"A) We're gonna need a bigger spear.
B) Six rounds. Nine lives. You do the math.
C) It was a very hostile takeover.
D) It would work beautifully in that space we have between the forest edge and the highway.
E) Well, if it isn't the Gym Reaper.",E,,,,,,,
449,['Why is the wall being taken down?'],"A) Tom, I think you should stop shouting ‘Bombs away!�?every time you drive the ball.
B) Personally, I'm not a big fan of modern architecture.
C) I think we should stop seeing each other.
D) If you want to get into this property you will have to move fast.
E) Relax. The DVR is set. You can catch the game tomorrow.",C,,,,,,,
566,['Why is the man petting the cat on the ship?'],"A) No, I get it. I just think it's a little insulting that he sends an intern.
B) We could also go with a chandelier.
C) Well what do you think happened to the parrot?
D) Quick, stroll for cover.
E) No one will ever wear that. Not in 100 million years.",C,,,,,,,
220,['Why is the doctor looking after a shadow puppet?'],"A) He's pro-gun, but I like his stance on migration.
B) Oh, you said assemble the caucus...
C) He won't last long.
D) You think this is weird? My sister looks like a soup can.
E) Avoid direct sunlight.",E,,,,,,,
722,['Why did a piano have to fall on a house?'],"A) Two thousand eyes, but it still takes you all day to read the morning paper.
B) Your constituent called.
C) I don't care if he's single-celled, he should have bought two seats.
D) You will still get nowhere—it will just take longer.
E) I don't know who was playing it, but he brought the House Down.",E,,,,,,,
675,['Why is an astronaut and diver at a dinner party?'],"A) Stop complaining. I can be used as a flotation device.
B) It deployed when her carriage rear-ended an ox cart.
C) And Bob here came to us from a jewelry box.
D) I also enjoy the moonshine.
E) It was a very hostile takeover.",D,,,,,,,
745,['Why is there a snail attacking the city?'],"A) The guy you're looking for waltzed out of here an hour ago.
B) They keep watch on the offshore accounts.
C) We probably should have done something about this last year when it was still three blocks away.
D) Take my wife, please!
E) Well, that was abominable.",C,,,,,,,
92,"['Why is the dolphin begging for money?', 'Why is the woman mad at the man for giving the dolphin money?']","A) It took us years to get somebody in the inside.
B) If we just ignore it, maybe it'll go away.
C) She runs like a dream I once had.
D) Give him money, and you feed him today; teach him how to earn money by somersaulting on cue, and you feed him for life.
E) Are you sure the recipe said mustard gas?",D,,,,,,,
554,['Why is the clown staring at the clerk?'],"A) This was so much more awkward before Craigslist.
B) Isn't it great how so many their age are pursuing second careers?
C) Sorry -- none of our hours are happy anymore.
D) There's mutiny in the air. Also Viennese dark roast, but mainly mutiny.
E) Do you want to go for L-U-N-C-H and maybe a W-A-L-K?",C,,,,,,,
171,['What is the woman thinking?'],"A) How long you been with the club?
B) I should have stopped after the Botox.
C) I'd suggest you keep them away from the gingerbread men.
D) Let me call you back in an umlaut.
E) Did you send your Thank-You card to Congress?",C,,,,,,,
65,['Why is the executive so angry?'],"A) I think the hormones are kicking in.
B) My position on the pitch is still evolving.
C) Do you want to go clubbing later?
D) Dr. Ogden just called to say your mercury levels are on the high side.
E) You're voting with your pacemaker again, Hargrove!",E,,,,,,,
594,['Why are the trees alive?'],"A) He's got a new fish-whispering technique.
B) I'm so glad that 'lumberjack' is more a look than an occupation these days.
C) Really, voting him off the island was enough.
D) What disease are you crawling for?
E) 'What's more impressive is he's already filed the patent.'",B,,,,,,,
443,['Why are the bowling pins so huge?'],"A) It seems you promised them herd immunity, sir.
B) Tom, I think you should stop shouting ‘Bombs away!�?every time you drive the ball.
C) We decided on separate vacations this year.
D) Bring me my shoes.
E) And, if you open the window, the view will take your breath away.",D,,,,,,,
569,['Why is he jumping on the table like that?'],"A) Your Honor, may I have permission not to approach the witness?
B) The consensus of your wise men is: move the chair.
C) I’m from the oversight committee.
D) No wonder this gym was so cheap.
E) Every time I go to Williamsburg, I just feel more and more out of place.",C,,,,,,,
465,"[""Why are there people stuck in a large crack of a building's floor?""]","A) It's the swimming portion that I am most concerned with.
B) Believe me . . . it's what's UNDER the ground that's most interesting.
C) Think it over. I'm still the only one here who can use a can opener.
D) Wait, did they say 'take the man and leave' or 'take the man and leaves?'
E) Act of God. We're not liable.",E,,,,,,,
130,['why is the person stuck inside of the snowman?'],"A) It's just the wind.
B) On a clear day, I can get Santa Fe on the antenna.
C) Due to financial difficulties, several board members have taken on additional duties.
D) Don’t laugh, it got my uncle out of the army.
E) He has a summer job as a scarecrow.",E,,,,,,,
479,['Why is the umpire doing that?'],"A) Just be glad I didn't come here when I had a ponytail.
B) Solids or pinstripes?
C) Do I hear a motion for less disclosure?
D) Are you better off now than you were four innings ago?
E) And at what point did they threaten to beat the stuffing out of you?",D,,,,,,,
