contest_number,questions,caption_choices,answer,,,,
736,"['Did the alligator eat the original owner of the cap?', 'Why is the alligator wearing a propeller hat?']","A) What? Is it too much?
B) Evolve already.",B,,,,
434,['Why is Captain Ahab in Oz?'],"A) Oh, yeah? Well, I’m off to see the orthopedist.
B) The demographics on election day are definitely changing.",A,,,,
466,['Why are the people under the desk?'],"A) Tell them that the jury is still out.
B) Those white shoes make you look ridiculous.",A,,,,
495,['Are the cleaning crew dangerous?'],"A) Any question?
B) Look busy.",B,,,,
571,['Why is a pirate working at a restaurant?'],"A) But the coffee shop hasn't moved since I installed the anchor, has it?
B) There's mutiny in the air. Also Viennese dark roast, but mainly mutiny.",B,,,,
535,['Where did they pick up a whale?'],"A) Don't blame me, you're the one that wanted to go to the Marine World inventory clearance sale!
B) I just couldn't 'catch and release because who would've believed such a whale of a tale?",B,,,,
159,['Why are the cups so big?'],"A) First, logistics - the facilities are down the hall and to the left.
B) Let me start by welcoming you all to Narcoleptics Anonymous.",B,,,,
526,['What are the angels discussing?'],"A) I let my mother-in-law move in with us.
B) Geez, it looked bigger on your profile.",A,,,,
235,['Why is the ballerina part of the police lineup?'],"A) These were winnowed down from a group of thirty-seven using DNA testing.
B) OK, Emma, you CAN take ballet lessons. Now stop bothering daddy at work.",A,,,,
247,['Why is the barrel of monkeys so huge?'],"A) The return address says U.S. government and no return,
B) They'd probably be more fun if the barrel had air holes.",B,,,,
580,['Why is he in a hammock?'],"A) My last review said I stood around too much.
B) Technically, I'm guarding two posts.",B,,,,
373,['Why are the people naked?'],"A) The back of my head is up here, Tom.
B) She did claim to be no common pickpocket.",A,,,,
321,['Who made these holes?'],"A) Within any marriage, it's easy to find faults.
B) Don't think I didn't hear you come in last night.",B,,,,
382,['Why is the man floating above a scale?'],"A) Whenever you come down, I'm STILL gonna need you to bend over.
B) It's quite common, Senator. Most politicians are filled with hot air.",B,,,,
3,['Why is he being yelled at?'],"A) We can't help you in person! You have to call the hotline.
B) This better be good. That floor was waxed last night!",B,,,,
392,['Why is Hulk in yoga?'],"A) RELAX!
B) No more Enya.",A,,,,
608,['What kind of organ is this?'],"A) We need to screen our organ donors more closely.
B) I like it, but can you do something about the hiss?",A,,,,
173,['Why are they carrying around so much money?'],"A) Who would have thought they'd actually give money to a bank!
B) Tell me again, what is this supposed to stimulate?",A,,,,
651,"[""Why hasn't the man died from the snake being wrapped around him?"", 'Why is the doctor dressed so informally?']","A) Of course you're always encouraged to seek a second opinion.
B) No need to panic: a reptile dysfunction is common for men of your age.",B,,,,
756,['What is the doctor writing?'],"A) Why am I always the one who needs to change?
B) And how long have you felt like a wallflower?",A,,,,
331,['What do the aliens want with the car?'],"A) When they said, ""Take us to your leader."" I don't think they meant your mother's house.
B) Male creatures are all the same: give 'em a UFO, and the first thing they do is tailgate.",A,,,,
740,['Why is the bull acting weird in the china shop?'],"A) Things just weren't working out for him on Wall Street
B) I am impressed. Yes, indeed he is a Red Angus.",A,,,,
144,['Why are there fish surrounding the people?'],"A) And the worst part is they're so depressed.
B) Just once, I'd like it to be fish and chips.",B,,,,
508,['Why is the shark being investigated for a crime?'],"A) It was in international waters.
B) Recognize this arm???",A,,,,
15,"['Why is the mans head shaped the way it is?', 'Is that a reflection of the woman or is it an image?']","A) Roger, you're the most reflective man I know.
B) Don't move. I think I have something in my teeth.",B,,,,
540,"['What is in the safe?', 'Can the doctor break into the safe?']","A) After the exam, we need to discuss safe sex.
B) It could be a combination of things.",B,,,,
356,['Why are there two leashes coming from the dog?'],"A) Perhaps we're over parenting.
B) I have the same exact dog.",B,,,,
693,['Why is the mouse so smart and wearing a jetpack?'],"A) Exhibits inability to understand maze exercise.
B) I think Mr. Bezos will like these results.",A,,,,
165,['Why are the men throwing money to the crowd?'],"A) This add paid for by the Republican National Committee
B) Things haven't been the same since we began electing our kings.",B,,,,
172,"[""What is the man's head doing there?""]","A) Ah, the innocence of youth.
B) His 401(k) must be in treasuries.",A,,,,
402,['Where did the stick figure animals come from?'],"A) How do I tell he from she eh?
B) Me thought Ugg just bad artist.",B,,,,
687,['Why is there a gigantic man there staring at two people?'],"A) I always knew you had an inflated ego.
B) How much did you spend at Macy's this year?",B,,,,
253,['What happened to his horse?'],"A) Well Sparky, you've certainly reduced your carbon footprint.
B) In the end, Ed, most of us are carried along by our delusions.",B,,,,
732,['Why is a teddy bear on the stand at court?'],"A) And at what point did they threaten to beat the stuffing out of you?
B) Ah, I was wondering what my secretary meant by 'barely legal'.",A,,,,
503,['Why is Santa pulling the sleigh?'],"A) Our contract has a subordinate Claus.
B) He lost the bet: Venice *is* north of Toronto.",A,,,,
365,['Why are they letting the cop stay there?'],"A) So we're all here. Not joke possible joke. Whaat would the women say?
B) I hope Harry don't crack...The cops are riding him pretty hard.",B,,,,
560,['Why are they in the hole?'],"A) I invented fire. He invested in it.
B) How can anyone live so horizontally?",A,,,,
667,['Why are mice building a maze?'],"A) It's been tested on humans.
B) I say we bell the cat and stay put.",A,,,,
725,['Why is the cherry colored in?'],"A) Maybe we could do this via zoom?
B) Hard times also in Switzerland",A,,,,
658,['Why are the dogs working with the humans?'],"A) Do you want to go for L-U-N-C-H and maybe a W-A-L-K?
B) I mean, they said we'd be working with the big dogs, but...",A,,,,
562,['What are they talking about?'],"A) We speak the same language: clean air and clean water.
B) Where are the statues? I can't hold it in anymore.",B,,,,
334,['How did he get in this predicament?'],"A) Thank goodness for random patdowns.
B) And the worst part is this isn't my luggage.",B,,,,
166,['Why are there mummies in a bed?'],"A) This should keep Emily from running to our bed every time she has a bad dream.
B) Before we go back to the trapeze act, we really need to decide who's the catcher.",A,,,,
173,['Why are they carrying around so much money?'],"A) Who would have thought they'd actually give money to a bank!
B) Tell me again, what is this supposed to stimulate?",A,,,,
127,['Why is the ice fishing hole shaped like a person?'],"A) He's got a new fish-whispering technique.
B) the bar scene just wasn't working for me",A,,,,
108,['Where did the modern structure come from?'],"A) He needed a place to park his wheel.
B) Oh Jenny Look...Fireworks!",A,,,,
189,['Why is the doctor covered in needles?'],"A) I hate being hugged, that's why.
B) Congratulations-- it’s a porcupine.",B,,,,
740,['Why is there a bull in a china shop?'],"A) Of all the china shops in all the towns in all the world, he walks into mine.
B) Once I clarified what ""break time"" meant we haven't had any issues.",B,,,,
711,"[""Why aren't the players outside?""]","A) So far we're undefeated at home.
B) Seriously, you wouldn't believe my seats.",B,,,,
704,['Why are the men wearing the tubas?'],"A) The elevator with the drums is way worse.
B) Don't worry. We know how to conduct ourselves.",B,,,,
519,['Why is the bird on the rifle?'],"A) Heroic, stupid, and novel, all at the same time.
B) He's pro-gun, but I like his stance on migration.",B,,,,
734,['Why is the man tied up in his shower?'],"A) Are you gonna talk, or am I gonna have to flush the toilet again?
B) I don't think you need to worry about the second-hand smoke.",A,,,,
115,['Is the bar contaminated?'],"A) Ever have the feeling you forgot to turn something off?
B) I think you ought to know, this has been declared a HAZMAT site.",A,,,,
237,['Why do this man have clones?'],"A) It's a mom-and-pop business.
B) He won't last long.",B,,,,
412,['Why are they on the island together?'],"A) I think we have a lot in common.
B) Can't I just laugh till it hurts?",B,,,,
104,['What are the angels doing?'],"A) I don't mind cops, but you'd think God would have let in at least one exhaust specialist.
B) And once they started letting the special interest groups in, it all went straight to hell.",A,,,,
31,['Why is a bull at the bar?'],"A) This ain't got nuthin' to do with no labyrinth.
B) If they ask for Ted's Stud Service, I'll take it.",B,,,,
516,['Why is a cement block falling from the ceiling?'],"A) If that's your version of a light bulb, I think its a bad idea.
B) I told my ex I'll take her back if she drops some weight.",B,,,,
351,"['Why is the farmer in the city in the first place?', 'Why is he trying to get sheep onto the car?']","A) For your information, I have a client that has a lot of trouble sleeping!
B) Don't stare at them,lass,they will think you are a Border Collie and run.",A,,,,
719,['Why does the house/apartment look like a pair of washing machines?'],"A) Thursday is towel day.
B) You pay rent quarterly.",B,,,,
753,['Why is there a whale shopping for groceries?'],"A) I've got plenty of sperm. Just get me some Viagra.
B) Oh, hey, I almost didn't recognize you outside of work.",B,,,,
334,['How did he get in this predicament?'],"A) I have to lose twenty pounds by Miami.
B) Help me get under the seat for takeoff.",B,,,,
185,['Why is the man naked?'],"A) Hi there! Can I interest you in some promotional material about intelligent design?
B) Wow, I haven't done that in the water since I was a kid. Hey, where are you going?",A,,,,
46,['Why are the company board members naked?'],"A) I'm happy to see so many smiling faces out there.
B) Do I hear a motion for less disclosure?",B,,,,
554,['What is the clown doing at the bar?'],"A) Well, it suits you better than the president costume.
B) I'm all outta seltzer, but I do have a 1984 Pellegrino.",A,,,,
635,['Why is the knight on a date?'],"A) I don't normally date Middle-Aged men.
B) Yes, by all means, show me your sword.",A,,,,
639,['Why is the prince lending her his hair?'],"A) Earl of Cowlick. And you are?
B) No! No! You fasten it first",A,,,,
16,['Why is there a devil in the church?'],"A) Don't let them fool you, they're all lawyers.
B) Keep your eye out for a blond kid with a laser pointer.",B,,,,
745,['How did the snail get so big?'],"A) Quick, stroll for cover.
B) It's been here since last year",A,,,,
582,['Are they calling one another on the phone?'],"A) I'll order. You pick up.
B) We never do anything together.",A,,,,
512,['Why is the man trying to use a living room rug instead of a yoga mat?'],"A) Your safe space is intruding on my safe space.
B) Everyone is equally welcome here. But you need to leave.",B,,,,
371,['Why is the mouse pointing a gun at the cat?'],"A) Unless you have 9 rounds, it's no use.
B) Calm down, I just came to get my things.",B,,,,
31,['What is the bull saying to the bartender?'],"A) This ain't got nuthin' to do with no labyrinth.
B) If they ask for Ted's Stud Service, I'll take it.",B,,,,
742,['Why is the man having a Barbecue?'],"A) Please return the barbecue to the Duchamp exhibit.
B) That's not how artist-in-residence works.",B,,,,
693,['Why is the mouse so smart and wearing a jetpack?'],"A) Should I check, ""exceeded expectations?""
B) Weird. That subject is from the control group.",A,,,,
446,"['Why are people seated at stoves instead of tables and cooking their own food?', 'What is the man in the background saying?']","A) I'm going for the grilled elbows.
B) It says here that service is not included.",B,,,,
226,['Why is the alien a doctor?'],"A) You won't have to drive to this clinic. Just wait in your cornfield.
B) Unfortunately, the first probe found nothing worth studying.",A,,,,
352,"['Why is there an old man sitting on the ledge of a building?', 'What is the old man saying to the climber?']","A) They're downsizing on Olympus, too.
B) The window cleaner brings a pastry.",B,,,,
142,['Why is there a car in the house?'],"A) ...I knew they'd find a way to get in.
B) When you don't want one, they're everywhere.",B,,,,
688,['What does the paper say?'],"A) I was stationed at CVS during the war on drugs.
B) Instead of a printer ribbon, it's a ribbon printer.",A,,,,
529,['How is he suspended in the air?'],"A) Yes, Dad, you always said I was delusional.
B) If you see the cartoonist have him drop me a line.",B,,,,
58,['Why are there cubicles?'],"A) I'd swear I heard a CEO bark.
B) We never get out anymore.",B,,,,
595,['What is the snowman doing?'],"A) He keeps asking me if I'm married.
B) Don't worry. He won't last long.",B,,,,
762,['Why is the turtle and mouse talking?'],"A) You're just pulling my leg, right?
B) First, let me bring you up to speed.",B,,,,
203,['Why is there a dominatrix abusing the giant?'],"A) Sometimes a turret is just a turret, but not here.
B) We discovered the Internet since you were here last.",B,,,,
2,['What are they discussing?'],"A) Frank called to say he'll be late, he's stuck at the office.
B) Our merger with the IRT has had some unintended consequences.",A,,,,
47,['Why are they angry with the man being chased?'],"A) Just remember to keep away from Fletcher's wife, and Davidson's daughter, and Harris's iPod.
B) Yes, I do believe we have an opening in the Marketing Department. Are you interested?",A,,,,
51,"['Why is the pirate on trial?', 'What crime did the pirate commit?']","A) Other than that,sir,do you have any other birthmarks?
B) Your Honor, may I have permission not to approach the witness?",B,,,,
117,['Why is that ring there?'],"A) It's important we don't take this too seriously.
B) The people who lived here before had lions.",B,,,,
659,['Why does he have a blender for a head?'],"A) We had a good run, Ted, but I simply don't have the counter space.
B) I'm afraid this just won't work out if you keep sending mixed messages.",A,,,,
591,['Was the man forced to go into the bath tub?'],"A) You know what they say. Location, location, location.
B) I sense there's a lot more below the surface.",B,,,,
723,"['Why are there cats, dogs, and fish singing and playing instruments?']","A) That lead singer is one COOL cat.
B) Hootie IS the blowfish.",B,,,,
693,['How did the rat manage to build itself a jet pack?'],"A) Oddly, this one got the placebo.
B) He's passed every test we've thrown at him",A,,,,
533,['Why are they eating at a subway?'],"A) The lack of atmosphere won't last long
B) If you see something, say something.",B,,,,
594,['Why do the trees have faces?'],"A) I love it when the shirts turn plaid.
B) Actually, I wish I had their legs.",A,,,,
743,"[""How is the lion eating the man's head when it's dead?""]","A) Now no one will know you were at the Capitol.
B) Maybe it would go better in the den.",B,,,,
160,"[""Why is the devil in the house with people burning like it's hell?""]","A) They are willing to start negotiations at one soul.
B) The heating system is pretty old but very reliable.",B,,,,
112,"['Why is there a huge gun here?', 'What are the creatures looking in the barrel?']","A) What did you say happened to the last tenant?
B) We can find their artifacts but rarely their bones.",A,,,,
715,['Why is the egg injured?'],"A) Pour me another drink. Mexico will pay for it.
B) Getting laid is harder than it looks.",B,,,,
72,"['Why is the office worker walking a tightrope?', 'What is the man in the window saying?']","A) The board just voted to remove the net.
B) I'm going out. You need anything?",A,,,,
23,['What are the two butterflies talking about?'],"A) It's not traditional, but I find it attracts a more mature type of female.
B) I've lost on all the last New Yorker cartoon captions. Maybe I'll win on this one!",A,,,,
47,['Why are they angry with the man being chased?'],"A) Our conflict-resolution seminar ended a bit early today.
B) The new retirement plan is fully comprehensive.",A,,,,
562,['What would these animals have to say to one another?'],"A) One of us is about to die.
B) Fish or fowl? I eschew labels.",A,,,,
540,['What is the doctor listening for.'],"A) I know a specialist, but he's in prison.
B) Sometimes a ball bearing is just a ball bearing.",A,,,,
507,"[""What's up with the hot dog?""]","A) Mr. Trump is looking for examples of American exceptionalism.
B) You want to sell mustard? Here's how you sell mustard!",B,,,,
117,['Why is there living room furniture in the middle of a circus ring?'],"A) I'm starting to wonder if the safari collection wouldn't have been more suitable.
B) My wife will be here any moment. She's loading herself into the cannon as we speak.",B,,,,
518,"[""Why is there a drunk man in a kid's sandbox?""]","A) Should we tell him we found his car keys 2 hours ago?
B) Our AirBnB guests just love the ""extreme conditions"" package.",A,,,,
372,['Why do the people have wind-up turns on their back?'],"A) That's why I never wanted my own desk.
B) And Bob here came to us from a jewelry box.",B,,,,
495,['Why are the window washers watching this meeting?'],"A) I move for less transparency.
B) They're known as the wrecking crew.",A,,,,
402,['Where did the stick figure animals come from?'],"A) We use every part of the animal, even the rhombus.
B) I still wouldn't consider you a ""realist""",A,,,,
565,"[""Why is the doctor's paper on fire?""]","A) "" I can only make out : ' ... is required IMMEDIATELY ' .
B) I'm sorry, Mr. Johnson, but you have reached your insurance cap.",A,,,,
705,"['Who brought the cappuccino machine?', 'What is the cowboy saying?']","A) This place looks deserted.
B) Decaf. They can't be far away.",B,,,,
601,['Why is the cactus following them?'],"A) Oh no. Arpaio is running.
B) Keep moving. He's a hugger.",B,,,,
320,['Why is food being delivered to the castle?'],"A) Beware the hidden service charge.
B) Sequels are never as good as the original.",A,,,,
529,['How is he suspended in the air?'],"A) Yes, Dad, you always said I was delusional.
B) It's easy once you realize there's nothing to it.",B,,,,
753,"['What happened to his leg?', 'What does an Amish person say to a whale?']","A) Try the beluga, it's really great.
B) It was Melville who called you a dick.",B,,,,
692,['Why is the wold trying different skins of animals?'],"A) Why yes, I always do dress to kill.
B) It's nice, but feels too last-decade.",A,,,,
189,['Why dis the doctor use the needles on himself?'],"A) I hate being hugged, that's why.
B) Congratulations-- it’s a porcupine.",B,,,,
711,['Why are those people playing baseball in a living room?'],"A) So far we're undefeated at home.
B) Seriously, you wouldn't believe my seats.",B,,,,
571,"['Why is there a giant anchor in a coffee shop?', 'What is the pirate saying?']","A) You should feel lucky - my ex got the ship.
B) Or you could just move the damn coffee maker.",B,,,,
152,['Why is there a huge Earth in the road?'],"A) Why do I always get stuck behind the slow planets?
B) I say we pass on the Thanksgiving Day Parade this year.",A,,,,
375,['What is the egg saying?'],"A) I'm always done in three minutes.
B) I said edible, not Oedipal.",A,,,,
96,"['What are both of them looking at?', 'What is the woman thinking?']","A) I guess I always assumed we'd raise Dylan in the city.
B) I'm afraid we are going to have a midwife crisis.",A,,,,
275,"[""Why is the clown coming out of the judge's desk?""]","A) Wake up, Harold! You're having another of your delusions of grandeur.
B) May I approach the bench to discuss the recent funding cuts for public housing?",A,,,,
727,['is the house in outer space?'],"A) It's the closest you'll get to Manhattan in your price range.
B) And it has lovely views of mass extinction on planet Earth.",A,,,,
89,"['What is the lion saying on the phone?', 'Who is the lion talking to?']",,,,,,
B) I keep telling him,,,,,,,
292,['Why are the neighbors mirrored into the sky?'],"A) I wouldn't worry about rain if I were you.
B) Looks like they're ready to be flipped, Bob",B,,,,
96,"[""What are they looking at, and is it a threat to Jane's pregnancy?""]","A) Call the broker and lower the offer.
B) Well, you'll be a monkey's uncle.",B,,,,
722,['Where did the giant piano even come from?'],"A) This is the only house I could find under a grand.
B) Wow! Did that just fall off the beanstalk?",A,,,,
704,['Why are the men wearing the tubas?'],"A) Wait til you see the 76 trombones!
B) We've been asked to work from home.",B,,,,
519,['What are the birds thinking?'],"A) He says this is the only way to ""make the forest great again""
B) I didn't realize that 'riding shotgun' was an actual thing.",B,,,,
585,['Why is the genie coming out of a toaster?'],"A) I know kid, but this model comes with its own elevator.
B) Toasted sesame is way different than open sesame and you know it.",B,,,,
753,"['What happened to his leg?', 'What does an Amish person say to a whale?']","A) I've got plenty of sperm. Just get me some Viagra.
B) Oh, hey, I almost didn't recognize you outside of work.",B,,,,
743,['Is the lion dead or not?'],"A) We need a stud finder.
B) Are you even listening to me?",B,,,,
560,['Why are they in the hole?'],"A) You're right, philosophy's a dead end. I'm changing my major.
B) That's Bob Mankoff. He used to be the cartoon editor of the New Yorker.",B,,,,
631,['Why is he dressed that way?'],"A) You can either complain about airline food or do something about it
B) I've found that using this venue results in some interesting new toppings.",A,,,,
698,['Where is the king going?'],"A) You said Archie would be accepted in preschool.
B) Maybe His Highness should make reservations next time.",B,,,,
158,"[""Why hasn't he completely buried himself?""]","A) We save a bundle on suntan lotion.
B) That Dante guy didn't listen to us either...",A,,,,
354,['Why are there leaves growing out of the man?'],"A) So when you fell did it make a sound?
B) Are you here for your annual or your perennial?",B,,,,
318,['Why is there a huge chicken in the office?'],"A) And we always thought it would be robots that would replace us.
B) Aside from not ordering egg salad for lunch, HR has no advice.",A,,,,
529,"[""Why is the man scaling a mountain that isn't there?""]","A) Yes, Dad, you always said I was delusional.
B) It's easy once you realize there's nothing to it.",B,,,,
137,"['What is the old man saying?', 'What does the flag symbolize?']","A) Great! Next week we'll work on your fear of Morse code.
B) If I weren't your shrink, I'd say you're bonkers.",A,,,,
425,['Who died?'],"A) Sometimes temps stay for-ever.
B) So that was his name.",B,,,,
364,['Why is there a cardboard cutout there instead of a bartender?'],"A) You're cut out for this job.
B) We'll always have Paris.",A,,,,
584,['Why are all the men exactly the same?'],"A) Hold on, the Senate Committee on Women's Health is getting out.
B) I think I'm going to need more than bald with glasses and a moustache.",A,,,,
552,['Why is he trying to row?'],"A) If you yell stroke one more time I'm going to have one.
B) All I'm saying is that the science isn't necessarily conclusive.",B,,,,
749,['Why is he putting on a show on the roof?'],"A) You pulled ahead of ""guy banging on a pot"" but ""couple making love with the drapes open"" is still way ahead.
B) At that one moment, in unison from their balconies, all of Frank's neighbors began calling the cops.",A,,,,
148,['What was the crime that was committed?'],"A) By the way, we are not allowed to show the face or image of No. 6.
B) I know it is difficult but take your time. You have to be absolutely sure.",A,,,,
512,['What is the rug for?'],"A) I'm guessing it's been a while since your last class.
B) I don't care whether or not it ties the room together.",B,,,,
160,"[""Why is the devil in the house with people burning like it's hell?""]","A) On the disclosure form, it just says fire sale.
B) I strongly recommend you read the fine print on this one.",B,,,,
228,['Why are there animals and a baby on the floor?'],"A) So, which one of you varmints is mine?
B) Auditions to replace the skull on the wall.",A,,,,
559,['Why is a man doing an Olympic dive off a pirate plank?'],"A) Fellas, it's gonna be a long week.
B) Poor guy. Thought he signed up for pilates.",B,,,,
168,"[""Why is the waiter's arm so long?""]","A) Law enforcement budget cuts are bound to have some benefits.
B) Please try not to stare at his disproportionately short right arm.",B,,,,
78,['Why is there a huge bed in a jail cell with two people having sex?'],"A) I don't care how others view our marriage.
B) How about we just stay in tonight?",B,,,,
101,['Are those men about to jump?'],"A) It's no use trying to talk me up.
B) Excuse me—does this joke need a lawyer?",B,,,,
639,['Why does the man have such long hair?'],"A) Earl of Cowlick. And you are?
B) No! No! You fasten it first",A,,,,
189,['Why dis the doctor use the needles on himself?'],"A) Gesundheit.
B) Acu-play?",A,,,,
104,"['Why are the loitering angels dressed in shabby clothes/drinking in heaven?', 'Why are there police in heaven?']","A) They can't do anything. Spirits are legal here.
B) Except here it's always good cop, good cop.",B,,,,
704,['Why are the men carrying tubas?'],"A) The elevator with the drums is way worse.
B) Don't worry. We know how to conduct ourselves.",B,,,,
651,['How did the guy get the snake wrapped around himself?'],"A) The tests are all normal...is there anything else you have concerns about?
B) I usually don't say this to men.....How far apart are the contractions?",B,,,,
538,['Why is the man so small?'],"A) In my defense, the neutering was a requirement of the condo board.
B) Suddenly, I realize naming you 'Fluffy' may have been a misnomer.",A,,,,
2,['Why are they having a business meeting in a subway car?'],"A) Even if one of you brought a dog, somebody's got some 'splainin' to do!
B) Yes, I do miss the corporate jet. I miss the corporate jet very much.",B,,,,
711,['Why are they playing baseball in a living room?'],"A) All his pitches have been inside.
B) They called it a Phase 1 trial.",A,,,,
528,['Why are they sitting so far away?'],"A) As you all can see, our consumer demographic is extremely skewed.
B) I am entertaining a motion to evacuate. Do I hear a second?",B,,,,
763,['Why is there a huge hot dog mobile here?'],"A) For this model I suggest using high grade premium extra virgin olive oil.
B) You can use the loaner corn dog while you wait. Can you drive a stick?",B,,,,
101,"['Why are the three men out on the ledge together?', 'What is the man on the left saying to them?']","A) I know this may not be a good time, but the rioters are burning down the cathedral!
B) A lovesick accountant with an inoperable brain tumor is on his way to talk you down.",A,,,,
667,['Why are the mice building the maze?'],"A) Sometimes I feel like I'm my own worst enemy
B) Let's just go with the open floor plan.",B,,,,
660,"['What is the doctor diagnosing the king with?', 'Why is the king seeing a regular doctor?']","A) This isn't what I meant when I said, ""Put on a robe.""
B) On the bright side, I've got some good news for the Prince.",B,,,,
406,['What is he there to do?'],"A) I'm sorry. I called the wrong number. I wanted a pizza delivered.
B) Just once I'd like to hallucinate a guy who does air conditioning.",B,,,,
532,['Why is the whale beached on the island?'],"A) They were never going to find you anyway
B) I thought you could use a little company.",A,,,,
171,['Why is there a can-can dance display?'],"A) It's been just one big celebration ever since the election.
B) It's not disturbing until someone wants to buy them by the ounce.",B,,,,
718,"['Why is the horse wearing slippers?', 'What is the horse saying?']","A) I don't think 'dressage' means what you think it means.
B) They don't have to match, they just have to go.",A,,,,
686,['Why is the man sitting on a huge egg?'],"A) I'd hate to see the size of that chicken.
B) But will he lift a finger after it hatches?",B,,,,
516,['Is someone trying to kill the man?'],"A) A term policy through work. Why?
B) If I am lying then let God strike me dead!",B,,,,
587,['Why are deer acting like people here?'],"A) It doesn't speak to me.
B) I was young and needed the money.",B,,,,
418,['Why is the couch a monster?'],"A) What do you mean, you don't know what I'm talking about?
B) He was cute as an ottoman, but we both knew this day would come.",B,,,,
535,['Where did they pick up a whale?'],"A) I know it's Jonah's bar mitzvah gift, I only hope his parents are going to be as amused as you.
B) Yes, I love him. I'll always love him. I'm just saying I still think the hospital switched him at birth.",B,,,,
535,['Why is there a whale in the car?'],"A) I know it's Jonah's bar mitzvah gift, I only hope his parents are going to be as amused as you.
B) Yes, I love him. I'll always love him. I'm just saying I still think the hospital switched him at birth.",B,,,,
736,['Why is the gator wearing a propeller hat?'],"A) If that's a courtship display, I think I know how we go extinct.
B) And just when Ralph though 2020 couldn't get any worse...",A,,,,
344,"[""Why isn't anyone helping the man falling?""]","A) If I go, page 4 of our report goes with me.
B) It wouldn't be so bad if you had remembered the soda.",A,,,,
577,['What made the vendor park his food truck in a house.'],"A) Sorry, my roommate's working from home today.
B) The reviews say their anticipation is excellent.",A,,,,
577,['What made the vendor park his food truck in a house.'],"A) Let's go now while there's no line.
B) But he had five stars on Airbnb.",A,,,,
356,['Why do they both need a leash?'],"A) Perhaps we're over parenting.
B) I have the same exact dog.",B,,,,
648,['What is he shredding?'],"A) It's not magic. It's a Georgia ballot box.
B) And now to make the Mueller investigation disappear.",A,,,,
526,['What are the angels discussing?'],"A) Excuse me, Miss, my eyes are down here.
B) It just grows when I get excited.",A,,,,
65,['Why are the robots at the conference?'],"A) All those in favor of casual Friday - Raise your hands.
B) They're programmed to be idiots, Higgins. What's your excuse?",B,,,,
566,['Where are they sailing to?'],"A) Thus, he gave up the spear.
B) He calls it Ishmeow.",B,,,,
675,['Why are they dressed like that?'],"A) We just invited you guys to see what happens if you try to take a drink.
B) Yeah, I didn't have time to change clothes after work, either.",B,,,,
220,['Why would a shadow puppet need to visit the doctor?'],"A) You've got bunnies.
B) Avoid direct sunlight.",B,,,,
145,['Why is the monster on the building?'],"A) Better make that a large pizza.
B) Mrs. Hulk, Johnny's on our wall again.",A,,,,
728,['What happened to the man with tattered clothes?'],"A) Wow, you student loan people really know how to track someone down.
B) I'm not just the bartender, I'm president of the HOA too!",A,,,,
688,['What does the paper say?'],"A) It's the price of freedom.
B) Are my secret codes showing again?",A,,,,
741,['Why is the moon winking?'],"A) I think he's been drinking the same stuff we have.
B) Remind me to close the curtains tonight.",B,,,,
447,['Why are the animals there?'],"A) I'm so glad to have found a family therapist I can work with.
B) I'm not comfortable discussing that in front of my fish.",B,,,,
745,['How did the snail get so big?'],"A) We have four, maybe five, days to run for our lives.
B) We think he caught it from a human in the lab.",A,,,,
680,['Why is the bear in the restaurant and why is he all wet?'],"A) The service here is glacial.
B) Is the salmon fresh?",B,,,,
712,['Why are the dinosaurs dressed like this?'],"A) It was at that precise moment that George realized he could tell his boss exactly where to shove that performance review.
B) With this nifty extinction clause, when you're recreated from DNA in 65 million years you'll still own the condo.",A,,,,
538,['Why is the man so small?'],"A) I'm not a big cat person.
B) This is definitely going viral.",A,,,,
582,['Are they calling one another on the phone?'],"A) Yes, I see the train but I think we can beat it.
B) Sorry, but if you keep stalking me, I'm calling the cops.",A,,,,
512,['Why is the man carrying a huge rug?'],"A) Your safe space is intruding on my safe space.
B) Everyone is equally welcome here. But you need to leave.",B,,,,
596,['Why is the grim reaper at the bar?'],"A) Sure, I’ve got a few minutes to kill.
B) You look like you could use this.",A,,,,
434,['Why is the man with the peg leg there?'],"A) Pay no attention to the man with the wooden leg.
B) I’ve a feeling we’re also not in Nantucket.",B,,,,
668,['Why is the dragon carrying flowers for the maiden?'],"A) Give me a minute while I slip into something a little less flammable.
B) They're beautiful, but could you come back when my father is not home?",A,,,,
252,['How did cowboys and Indians get into the building?'],"A) Call security and tell them to circle the wagons!
B) I've decided to postpone the employee satisfaction survey.",A,,,,
630,['Why is the beach flooded?'],"A) Maybe we shouldn't have let the kids bury your father.
B) I clearly recall choosing hell over high water.",B,,,,
57,['How did the man get bitten.'],"A) I specifically asked you not to mention Darwinism...
B) Watch out for the moose head in the parlor.",B,,,,
759,['How is the fish on the plaque still alive?'],"A) This used to be a Target.
B) I'm a throwback.",B,,,,
30,['Why is there a shady looking guy behind the doctor?'],"A) Good news! We have a solid lead on who stole your liver.
B) Would you care to review the privacy waiver one more time?",A,,,,
331,['What do the aliens want with the car?'],"A) Are you really ready to start a new life?
B) Which finger do I use for Aliens?",B,,,,
509,['Why are the salmon afraid?'],"A) The neighborhood's not like I remembered it.
B) Please! I have a wife and two thousand kids!",B,,,,
570,['Why are the birds on him?'],"A) ...and here come the bees.
B) Didn't you hate that movie?",A,,,,
587,['Why is there a deer exhibit?'],"A) You know his prices have doubled since he got hit by that car.
B) You’ll love the headlight exhibit in the next room, it’s mesmerizing.",B,,,,
